,Filename,Camera View,Activity Type,Start Time,End Time,Label/Class ID,Appearance Block
65818,Rightside_window_user_id_65818_2,Rightside_window,Distracted Behavior,0:00,0:25,NA,Hat
,,Rightside_window,Distracted Behavior,0:35,0:58,9,Hat
,,Rightside_window,Distracted Behavior,1:01,1:09,0,Hat
,,Rightside_window,Distracted Behavior,1:09,1:29,7,Hat
,,Rightside_window,Distracted Behavior,1:39,2:02,13,Hat
,,Rightside_window,Distracted Behavior,2:12,2:37,14,Hat
,,Rightside_window,Distracted Behavior,2:48,3:04,6,Hat
,,Rightside_window,Distracted Behavior,3:13,3:37,10,Hat
,,Rightside_window,Distracted Behavior,3:47,4:15,17,Hat
,,Rightside_window,Distracted Behavior,4:24,4:49,16,Hat
,,Rightside_window,Distracted Behavior,4:56,5:19,11,Hat
,,Rightside_window,Distracted Behavior,5:53,6:09,3,Hat
,,Rightside_window,Distracted Behavior,6:12,6:39,15,Hat
,,Rightside_window,Distracted Behavior,6:41,7:13,12,Hat
,,Rightside_window,Distracted Behavior,7:15,7:39,4,Hat
,,Rightside_window,Distracted Behavior,7:44,8:09,2,Hat
,,Rightside_window,Distracted Behavior,8:11,8:40,8,Hat
,,Rightside_window,Distracted Behavior,8:42,9:03,1,Hat
,Rightside_window_user_id_65818_1,Rightside_window,Distracted Behavior,0:00,0:08,NA,No
,,Rightside_window,Distracted Behavior,0:09,0:33,9,No
,,Rightside_window,Distracted Behavior,0:43,1:05,7,No
,,Rightside_window,Distracted Behavior,1:14,1:38,13,No
,,Rightside_window,Distracted Behavior,1:47,2:12,14,No
,,Rightside_window,Distracted Behavior,2:23,2:39,6,No
,,Rightside_window,Distracted Behavior,2:48,3:11,10,No
,,Rightside_window,Distracted Behavior,3:21,3:47,17,No
,,Rightside_window,Distracted Behavior,3:55,4:22,16,No
,,Rightside_window,Distracted Behavior,4:33,4:54,11,No
,,Rightside_window,Distracted Behavior,5:06,5:24,0,No
,,Rightside_window,Distracted Behavior,5:31,5:45,15,No
